account_id,customer_id,paperless
531,531,True
532,532,True
533,533,True
534,534,True
535,535,True
536,536,False
537,537,False
538,538,True
539,539,True
540,540,True
541,541,False
542,542,False
543,543,False
544,544,False
545,545,True
546,546,False
547,547,False
548,548,False
549,549,True
550,550,False
551,551,True
552,552,True
553,553,False
554,554,True
555,555,True
556,556,False
557,557,True
558,558,True
559,559,False
560,560,False
561,561,False
562,562,True
563,563,False
564,564,False
565,565,True
566,566,True
567,567,False
568,568,True
569,569,True
570,570,True
571,571,True
572,572,True
573,573,True
574,574,False
575,575,False
576,576,False
577,577,False
578,578,True
579,579,False
580,580,False
581,581,True
582,582,True
583,583,False
584,584,True
585,585,True
586,586,True
587,587,False
588,588,False
589,589,True
590,590,True
591,591,False
592,592,True
593,593,True
594,594,True
595,595,True
596,596,True
597,597,False
598,598,True
599,599,True
600,600,False
601,601,False
602,602,True
603,603,True
604,604,False
605,605,True
606,606,False
607,607,False
608,608,True
609,609,True
610,610,False
611,611,True
612,612,False
613,613,False
614,614,True
615,615,True
616,616,False
617,617,True
618,618,True
619,619,True
620,620,True
621,621,False
622,622,True
623,623,True
624,624,True
625,625,False
626,626,True
627,627,False
628,628,True
629,629,True
630,630,True
631,631,False
632,632,False
633,633,True
634,634,True
635,635,False
636,636,True
637,637,True
638,638,False
639,639,False
640,640,False
641,641,False
642,642,False
643,643,True
644,644,True
645,645,False
646,646,True
647,647,True
648,648,False
649,649,False
650,650,False
651,651,False
652,652,True
653,653,False
654,654,True
655,655,True
656,656,False
657,657,False
658,658,True
659,659,True
660,660,False
661,661,True
662,662,True
663,663,True
664,664,True
665,665,False
666,666,False
667,667,False
668,668,False
669,669,False
670,670,False
671,671,False
672,672,True
673,673,True
674,674,True
675,675,False
676,676,True
677,677,False
678,678,True
679,679,False
680,680,True
681,681,True
682,682,True
683,683,False
684,684,True
685,685,False
686,686,True
687,687,False
688,688,True
689,689,False
690,690,True
691,691,True
692,692,False
693,693,True
694,694,False
695,695,True
696,696,True
697,697,False
698,698,True
699,699,True
700,700,False
701,701,False
702,702,False
703,703,True
704,704,False
705,705,False
706,706,False
707,707,False
708,708,True
709,709,True
710,710,False
711,711,True
712,712,False
713,713,False
714,714,False
715,715,False
716,716,False
717,717,True
718,718,True
719,719,False
720,720,False
721,721,False
722,722,True
723,723,True
724,724,True
725,725,False
726,726,True
727,727,True
728,728,False
729,729,False
730,730,True
731,731,True
732,732,False
733,733,False
734,734,False
735,735,False
736,736,True
737,737,True
738,738,True
739,739,True
740,740,True
741,741,False
742,742,False
743,743,False
744,744,False
745,745,True
746,746,True
747,747,True
748,748,False
749,749,True
750,750,True
751,751,False
752,752,True
753,753,False
754,754,True
755,755,True
756,756,True
757,757,True
758,758,True
759,759,True
760,760,False
761,761,True
762,762,False
763,763,True
764,764,True
765,765,True
766,766,False
767,767,False
768,768,False
769,769,False
770,770,True
771,771,True
772,772,True
773,773,False
774,774,False
775,775,True
776,776,True
777,777,False
778,778,True
779,779,False
780,780,False
781,781,False
782,782,False
783,783,False
784,784,False
785,785,True
786,786,False
787,787,False
788,788,True
789,789,True
790,790,True
791,791,False
792,792,False
793,793,True
794,794,True
795,795,True
796,796,True
797,797,True
798,798,False
799,799,True
800,800,False
801,801,False
802,802,True
803,803,True
804,804,False
805,805,False
806,806,True
807,807,False
808,808,False
809,809,False
810,810,True
811,811,True
812,812,False
813,813,True
814,814,False
815,815,False
816,816,True
817,817,True
818,818,False
819,819,True
820,820,False
821,821,True
822,822,False
823,823,False
824,824,True
825,825,False
826,826,True
827,827,True
828,828,True
829,829,True
830,830,False
831,831,False
832,832,False
833,833,False
834,834,False
835,835,False
836,836,True
837,837,True
838,838,False
839,839,False
840,840,False
841,841,True
842,842,True
843,843,False
844,844,False
845,845,True
846,846,True
847,847,False
848,848,False
849,849,True
850,850,False
851,851,True
852,852,False
853,853,False
854,854,False
855,855,False
856,856,True
857,857,True
858,858,True
859,859,False
860,860,False
861,861,False
862,862,False
863,863,False
864,864,True
865,865,True
866,866,False
867,867,False
868,868,False
869,869,True
870,870,False
871,871,False
872,872,False
873,873,False
874,874,False
875,875,True
876,876,False
877,877,True
878,878,False
879,879,True
880,880,False
881,881,True
882,882,False
883,883,True
884,884,False
885,885,True
886,886,False
887,887,True
888,888,False
889,889,False
890,890,True
891,891,False
892,892,True
893,893,False
894,894,False
895,895,False
896,896,False
897,897,False
898,898,True
899,899,True
900,900,True
901,901,True
902,902,True
903,903,True
904,904,True
905,905,False
906,906,True
907,907,False
908,908,True
909,909,False
910,910,True
911,911,False
912,912,True
913,913,True
914,914,True
915,915,True
916,916,False
917,917,False
918,918,True
919,919,False
920,920,False
921,921,True
922,922,False
923,923,False
924,924,True
925,925,True
926,926,True
927,927,True
928,928,True
929,929,False
930,930,False
931,931,False
932,932,True
933,933,True
934,934,False
935,935,False
936,936,True
937,937,False
938,938,True
939,939,True
940,940,True
941,941,False
942,942,False
943,943,False
944,944,True
945,945,False
946,946,True
947,947,False
948,948,True
949,949,False
950,950,True
951,951,True
952,952,False
953,953,True
954,954,False
955,955,True
956,956,True
957,957,False
958,958,False
959,959,True
960,960,False
961,961,False
962,962,True
963,963,True
964,964,True
965,965,True
966,966,True
967,967,False
968,968,False
969,969,True
970,970,False
971,971,False
972,972,True
973,973,False
974,974,True
975,975,False
976,976,False
977,977,False
978,978,False
979,979,True
980,980,True
981,981,False
982,982,True
983,983,True
984,984,False
985,985,True
986,986,False
987,987,True
988,988,False
989,989,False
990,990,True
991,991,True
992,992,False
993,993,False
994,994,True
995,995,True
996,996,True
997,997,True
998,998,True
999,999,True
1000,1000,False
