device_id,brand,imei
409,Apple,936268943012047
410,Apple,137271175957498
411,Samsung,855829849330674
412,Samsung,584760944128333
413,Apple,721885666954132
414,Google,971506662670551
415,Google,437769366343925
416,Samsung,295961111028671
417,Google,200720245591024
418,Apple,510910903267149
419,Apple,498194217942817
420,Apple,934065277584466
421,Apple,345337220109121
422,Google,722145593766189
423,Google,437052635100462
424,Google,776572565920246
425,Samsung,175202389743260
426,Apple,055955017833258
427,Samsung,486899936079848
428,Samsung,704506917679935
429,Samsung,937440394640830
430,Google,373606014886084
431,Apple,907938841368528
432,Google,306153701242446
433,Google,263251448811210
434,Samsung,314217518878179
435,Google,415152638409112
436,Samsung,252883750566186
437,Apple,323979137876553
438,Apple,007309505560571
439,Google,219881927788519
440,Samsung,053486401042462
441,Samsung,456185174460045
442,Samsung,212899151145512
443,Google,939130448818984
444,Google,841604615402119
445,Google,017075681429831
446,Apple,522910732283608
447,Apple,493783063963845
448,Samsung,269694439164970
449,Apple,169342929132033
450,Google,016234190310615
451,Samsung,372215566847323
452,Apple,653377460406720
453,Apple,078436142442607
454,Apple,819754373476427
455,Google,372037638821458
456,Google,414846019134438
457,Google,998278020586950
458,Google,732146449369995
459,Google,167933505573857
460,Apple,368011923603768
461,Apple,118723335104096
462,Samsung,149731539114983
463,Google,074820736511893
464,Apple,940655782019043
465,Google,223023332470739
466,Samsung,201354621276025
467,Apple,082611231261632
468,Apple,488899572989376
469,Samsung,297454930364687
470,Apple,191203818769208
471,Samsung,283230898138815
472,Samsung,881445822067323
473,Samsung,182971681572450
474,Samsung,000001529113717
475,Apple,850902556184442
476,Google,182998747812248
477,Google,905670867009004
478,Google,365515848266913
479,Samsung,624835505429608
480,Google,070633699879509
481,Apple,822104016481880
482,Google,442877383638164
483,Apple,321269428946420
484,Apple,362586314417064
485,Samsung,625540263558243
486,Google,017646448988031
487,Google,538882452790504
488,Samsung,043333538495163
489,Apple,211197871809339
490,Samsung,137326530601198
491,Apple,756178688002300
492,Samsung,915618298036577
493,Apple,449160936595201
494,Google,491189418433687
495,Apple,509263223998213
496,Apple,745561140428860
497,Samsung,505376660811260
498,Samsung,030835669106271
499,Samsung,531234550688269
500,Google,177682938440134
501,Google,808735437882603
502,Samsung,359101570908599
503,Samsung,144920749269996
504,Samsung,996489971842859
505,Google,693259140849932
506,Samsung,312342669806908
507,Google,726176072348389
508,Samsung,359538280405612
509,Apple,996508269582641
510,Apple,869656130876123
511,Apple,859514346823948
512,Google,400273008696610
513,Apple,168311395001680
514,Google,941491507628397
515,Apple,620534407779462
516,Samsung,072662925081776
517,Apple,029914068841333
518,Apple,731255235617817
519,Apple,032119206136385
520,Samsung,277895613371844
521,Apple,490295026480164
522,Samsung,403734167812778
523,Google,221021798213486
524,Google,298579736383182
525,Samsung,856053970798661
526,Samsung,770673682050682
527,Google,122355216505871
528,Apple,469218219259679
529,Google,089843699848022
530,Google,050938694842495
531,Samsung,988114578870715
532,Apple,238676738209746
533,Google,191779876829968
534,Google,722589370858062
535,Samsung,350405669579001
536,Samsung,248255442867963
537,Apple,259423289463389
538,Apple,156241528572562
539,Google,926933589513818
540,Google,655078468509574
541,Google,430349189117972
542,Google,038593401536415
543,Apple,471553132593678
544,Google,136750094214105
545,Google,276981987809270
546,Samsung,452388856225866
547,Apple,059867874422758
548,Google,548596559428249
549,Google,116502000245393
550,Samsung,132155130557083
551,Google,682144488966997
552,Google,273677462025825
553,Google,431832812312392
554,Samsung,049106018364723
555,Apple,875082768172257
556,Samsung,754584726290529
557,Apple,187683160827172
558,Samsung,173373992052229
559,Google,993621659143882
560,Samsung,325539835844617
561,Apple,773264309544979
562,Samsung,127997029271205
563,Google,397871375298832
564,Apple,201256083200487
565,Samsung,978889753585238
566,Apple,600304436199517
567,Google,152391029295014
568,Google,374830930967139
569,Samsung,719126022132176
570,Samsung,720191116612201
571,Apple,907258733930493
572,Apple,665380274812421
573,Samsung,140868250952294
574,Samsung,620935561039952
575,Samsung,970137124365858
576,Samsung,564230412027061
577,Apple,592738740299071
578,Samsung,669063224815542
579,Apple,034030109567975
580,Apple,649157955462347
581,Samsung,124760108018103
582,Apple,068317641726808
583,Apple,081571290150713
584,Apple,806713073510458
585,Apple,474362130096258
586,Apple,857669470318053
587,Google,396274666215918
588,Apple,327000466614590
589,Samsung,110797714004938
590,Samsung,819490531520499
591,Apple,809497698731379
592,Apple,716698416612374
593,Samsung,077943325623899
594,Google,499197014262037
595,Apple,087821160204181
596,Google,359989897211708
597,Apple,894801864482217
598,Samsung,588397857082004
599,Apple,806757123691496
600,Samsung,112879429688276
601,Apple,970409531419615
602,Samsung,607832748835651
603,Apple,796240964966834
604,Apple,960478421702851
605,Apple,622593648820893
606,Google,486883906246728
607,Samsung,799160911413193
608,Apple,592361337605230
609,Samsung,458816502544724
610,Samsung,191650344096617
611,Google,718249898088067
612,Google,821417468135926
613,Apple,648698939698748
614,Apple,694155945011929
615,Google,207536051171603
616,Samsung,988636536218945
617,Google,590670009942489
618,Google,420466489667605
619,Samsung,642045657758097
620,Apple,453389062354662
621,Apple,265401659953006
622,Samsung,221224276774625
623,Google,916011241158488
624,Apple,600801798677823
625,Apple,129957047264261
626,Google,212038437536596
627,Samsung,807852548242183
628,Apple,854540064454752
629,Google,311232748979177
630,Samsung,633427203886217
631,Apple,508019630453069
632,Samsung,358824935340018
633,Samsung,167784816524445
634,Samsung,446083851799378
635,Samsung,105391287884869
636,Google,996988290457927
637,Samsung,147246301986424
638,Apple,238397283391218
639,Apple,706293288098322
640,Apple,101023200186766
641,Apple,100898761081435
642,Apple,614038453198074
643,Samsung,682354695100307
644,Samsung,620545967150066
645,Samsung,664110654113407
646,Samsung,851699497089058
647,Google,366834826899962
648,Google,697083868889178
649,Apple,791505962571976
650,Apple,093201265789826
651,Apple,041809521755851
652,Apple,777412746921188
653,Apple,241996264222975
654,Google,891704542185457
655,Google,056820922570900
656,Samsung,163564072324728
657,Apple,289540017882247
658,Samsung,312616850710580
659,Apple,119509271152610
660,Apple,537092300716950
661,Apple,074189485432987
662,Apple,698936529447161
663,Google,982734813104502
664,Apple,589632174357483
665,Samsung,526806486067398
666,Apple,344883842536462
667,Samsung,805507740657955
668,Apple,156239209085510
669,Samsung,740913111786190
670,Google,254760220695354
671,Samsung,120122759500260
672,Google,151532594795074
673,Google,071732798059503
674,Apple,100649340391045
675,Samsung,203608941184913
676,Google,599285535952056
677,Samsung,100679900696801
678,Samsung,867740378423394
679,Google,495300677625503
680,Google,250173654262417
681,Google,842902923345110
682,Apple,090605308868430
683,Samsung,211667329045759
684,Samsung,887592129964260
685,Apple,336202755821477
686,Apple,092071152380236
687,Samsung,219215818970591
688,Samsung,611863855881959
689,Apple,772168800537893
690,Google,186928972845401
691,Google,822720028394823
692,Apple,220414474328116
693,Samsung,599302020304232
694,Google,277521353028165
695,Google,064630059377756
696,Samsung,919832102916174
697,Apple,690298310438419
698,Samsung,662291316708056
699,Google,856670636219865
700,Samsung,504944407663493
701,Google,396504962732262
702,Apple,611424362585421
703,Google,880879919623419
704,Google,964338532472505
705,Apple,833343031158760
706,Google,545769475769453
707,Samsung,536597466986163
708,Google,421254508095948
709,Samsung,152692559664721
710,Apple,307423591426140
711,Google,489332614543079
712,Samsung,637310081785221
713,Samsung,158718452354268
714,Apple,744701732086523
715,Samsung,777296656337014
716,Google,005278105580002
717,Samsung,722142573160943
718,Samsung,913681720313695
719,Google,528620929735259
720,Apple,533222739389920
721,Google,457353236618507
722,Apple,610870826971823
723,Apple,601071261583882
724,Samsung,176484673574223
725,Samsung,322280194425892
726,Google,225606295350637
727,Apple,311804674130753
728,Samsung,841852013626084
729,Apple,639756154705549
730,Samsung,121516411955640
731,Samsung,919693957875207
732,Apple,020426201971212
733,Google,413936967897609
734,Samsung,873126773192276
735,Apple,075988978653394
736,Apple,319165430895231
737,Apple,202191505764497
738,Apple,470002687644867
739,Google,649797416365604
740,Samsung,500635537309649
741,Samsung,692771195296353
742,Apple,059702551282763
743,Samsung,643159489895965
744,Google,466345443441491
745,Google,699939344974394
746,Samsung,640882230958629
747,Google,739889413210972
748,Apple,021707548534655
749,Samsung,792203004496461
750,Google,293900251213756
751,Samsung,589635957086199
752,Google,314584345663113
753,Samsung,885034236220334
754,Samsung,742463104379686
755,Apple,800852946902177
756,Google,417430435023850
757,Apple,228946652752332
758,Google,829302025691330
759,Samsung,303346771167507
760,Samsung,627995530245301
761,Google,239847230342028
762,Samsung,471901722240507
763,Google,648717754619924
764,Apple,065838727258122
765,Apple,590956684482373
766,Samsung,379121211018780
767,Apple,358690170740392
768,Google,519994529517122
769,Google,276433872205422
770,Apple,162654963308334
771,Samsung,447048878995047
772,Apple,020596851953774
773,Apple,926632956342777
774,Samsung,522592061658129
775,Google,205922941156302
776,Apple,955963637262942
777,Apple,066154980851331
778,Samsung,380049832112212
779,Apple,154815826868764
780,Google,019185488064420
781,Apple,062987787358566
782,Google,464196234219262
783,Samsung,213204104294831
784,Google,478911797269999
785,Samsung,498128318003666
786,Google,020005328538631
787,Google,050524383805826
788,Apple,929900768627633
789,Apple,283896337618518
790,Google,626713684101328
791,Samsung,233921883527918
792,Google,750677610659208
793,Samsung,814319279761781
794,Samsung,596983845720266
795,Samsung,568629591257349
796,Apple,899255394607429
797,Samsung,907472966941799
798,Samsung,670808974748599
799,Apple,464183984167347
800,Google,853698816498044
801,Samsung,509286052102627
802,Google,066489008248458
803,Apple,130889830574883
804,Google,997418563027500
805,Google,030566199530564
806,Google,184937846790870
807,Samsung,187260013651034
808,Samsung,444299067456865
809,Samsung,240622155996725
810,Apple,622219053347047
811,Samsung,476484559396521
812,Samsung,383507124553129
813,Apple,003622117327726
814,Samsung,488395855852294
815,Samsung,252516185759171
816,Samsung,050805491477447
817,Google,353524784171594
818,Samsung,973449305378803
819,Google,318361133892608
820,Google,788281527873048
821,Apple,625152174653537
822,Google,801891567344671
823,Google,776296914336299
824,Samsung,946645099990010
825,Apple,898573908352118
826,Apple,968442464884997
827,Google,957285759582819
828,Samsung,022179789124883
829,Apple,971705984451436
830,Apple,728681123038856
831,Google,811939781459009
832,Apple,921779055286693
833,Google,351588070532601
834,Apple,193910382974255
835,Google,136090858181045
836,Google,024373615873662
837,Apple,713589693353900
838,Samsung,585615473156639
839,Samsung,792551164369028
840,Google,377270289666053
841,Google,428164416101975
842,Apple,358464051038802
843,Google,730427636281444
844,Google,718939530969067
845,Samsung,649092288498745
846,Google,513587271743068
847,Samsung,811640343988187
848,Google,387758333647704
849,Apple,130909153860282
850,Apple,625420412319057
851,Apple,720441007941932
852,Google,453810979412248
853,Google,709872649632251
854,Apple,742240432611890
855,Google,034686163070286
856,Google,720200953662195
857,Google,368900577950017
858,Google,325900739713072
859,Samsung,211386908716722
860,Samsung,104546171928170
861,Samsung,744360234422521
862,Apple,602523941209447
863,Samsung,726903265513276
864,Google,179480245598516
865,Google,021191589126864
866,Samsung,986478686237600
867,Samsung,884474083781919
868,Apple,074992164006983
869,Google,692353484864708
870,Apple,213986546220212
871,Samsung,372055033000088
872,Google,634673919008899
873,Google,114160091692327
874,Apple,379897906085481
875,Samsung,867463000998433
876,Samsung,611371181519854
877,Apple,582942034015353
878,Apple,466075699944946
879,Google,672010824028182
880,Samsung,238794026208581
881,Apple,745273536423570
882,Samsung,041291828518161
883,Samsung,255904610079230
884,Samsung,466001283827101
885,Samsung,232961512048507
886,Google,665344604227634
887,Google,601915305734724
888,Google,358617682251272
889,Google,670866656224197
890,Samsung,687849477129035
891,Samsung,006184897422354
892,Google,340466821215649
893,Google,525492064411197
894,Google,388182730634359
895,Samsung,488218849680664
896,Apple,051102125434123
897,Samsung,016049860372186
898,Apple,003203197899901
899,Google,140034713171978
900,Samsung,601625908419478
901,Google,550113753582107
902,Samsung,288780727903716
903,Apple,160881972239964
904,Google,771837530768102
905,Apple,480855780024432
906,Samsung,362216906968574
907,Google,670675169139521
908,Google,501642610703350
909,Samsung,842431983924848
910,Samsung,130041691053021
911,Samsung,516758646339534
912,Apple,811050147642789
913,Apple,615738551281775
914,Google,123959781554260
915,Apple,972360244654677
916,Samsung,205171073087156
917,Apple,478370317543802
918,Samsung,741485726029254
919,Google,686272884076642
920,Samsung,076327135386762
921,Samsung,592386879060488
922,Google,693205534050892
923,Apple,739615976405356
924,Apple,707897755426190
925,Apple,384227362732022
926,Google,271117576917162
927,Google,042985144869830
928,Apple,521690392202698
929,Google,014264710680177
930,Apple,031637050049332
931,Samsung,672446931729476
932,Samsung,380839065402599
933,Google,851939327272812
934,Google,916350496026676
935,Apple,527284539749950
936,Apple,708864067560208
937,Apple,019290221543904
938,Samsung,489093225333202
939,Google,351025550193545
940,Google,036988843933324
941,Apple,362962080598312
942,Google,441290759659992
943,Apple,012376317749542
944,Apple,106294193759192
945,Google,267131753626475
946,Google,286461209617300
947,Apple,992845240321153
948,Samsung,550514321914308
949,Samsung,779724792542218
950,Apple,834581920487706
951,Samsung,769333299865159
952,Samsung,025784640858588
953,Apple,382567262084672
954,Apple,925435519628222
955,Samsung,501825624728639
956,Google,420122341499290
957,Apple,096627026604509
958,Samsung,563217400391019
959,Samsung,335389222471193
960,Samsung,600608277056461
961,Samsung,607626438500953
962,Google,723461762313361
963,Samsung,094416423165441
964,Google,372776857606349
965,Samsung,429046175518870
966,Apple,179993242024837
967,Apple,444172345653869
968,Apple,479025485362689
969,Apple,047238641009538
970,Google,557421643599009
971,Google,378146047614378
972,Google,844370661875646
973,Google,726368154185899
974,Samsung,002772910845078
975,Samsung,604356605033746
976,Apple,983306773067182
977,Apple,226679419087886
978,Google,538590673963428
979,Samsung,987605504922170
980,Samsung,486186706632016
981,Apple,290739928919827
982,Apple,182653371708649
983,Samsung,426942039831354
984,Samsung,901459967069219
985,Google,587305498243884
986,Google,302178167806643
987,Samsung,158901649281503
988,Google,701709264070308
989,Google,808172628296824
990,Apple,485007288959274
991,Apple,116806919612766
992,Google,208082039170263
993,Google,444359624587012
994,Apple,042425369091237
995,Samsung,530284976039670
996,Apple,243652405536481
997,Apple,875403648821597
998,Samsung,738546623236066
999,Apple,799864912594972
1000,Google,204298622699206
