call_id,sub_id,duration_sec
261,10,1531
262,992,2601
263,687,1036
264,644,3132
265,728,2493
266,791,2993
267,78,143
268,228,3107
269,118,629
270,308,3274
271,475,2395
272,27,3236
273,711,1381
274,470,1188
275,673,2954
276,947,3298
277,258,1025
278,478,43
279,1000,2093
280,173,2184
281,468,48
282,381,2094
283,214,1256
284,277,2465
285,220,2527
286,960,2663
287,463,2717
288,650,1155
289,276,3322
290,509,1528
291,765,2644
292,1000,2433
293,614,2139
294,78,840
295,401,967
296,412,705
297,808,1030
298,444,2351
299,283,798
300,249,594
301,605,2422
302,917,1503
303,21,716
304,21,1529
305,38,3273
306,601,983
307,846,1221
308,957,2401
309,138,74
310,638,161
311,176,3004
312,850,2430
313,777,1956
314,525,3453
315,51,277
316,874,2352
317,182,22
318,991,1119
319,715,554
320,799,2493
321,502,2923
322,334,2014
323,788,1600
324,632,991
325,977,61
326,368,1573
327,746,2299
328,347,1883
329,374,2179
330,932,1654
331,902,1757
332,355,3143
333,431,1200
334,167,1451
335,707,819
336,13,2829
337,857,1720
338,604,2208
339,172,2723
340,353,283
341,209,792
342,762,2367
343,858,1944
344,359,3553
345,303,2342
346,349,2039
347,121,2370
348,176,807
349,788,2025
350,21,3216
351,458,3217
352,112,3039
353,998,1728
354,129,2748
355,336,188
356,440,3354
357,482,1996
358,334,2803
359,963,915
360,73,2529
361,729,202
362,154,1772
363,999,2567
364,56,2215
365,828,1961
366,724,2441
367,56,1123
368,650,2164
369,511,2039
370,948,2789
371,130,3295
372,898,1424
373,547,748
374,157,3126
375,206,3071
376,745,201
377,892,1852
378,544,1896
379,706,921
380,937,539
381,513,2049
382,236,544
383,783,3214
384,476,3115
385,881,1207
386,498,174
387,970,2937
388,319,1887
389,333,1209
390,797,1713
391,612,1442
392,942,2443
393,797,2478
394,260,2803
395,585,1321
396,34,682
397,876,1065
398,92,2261
399,158,2450
400,791,2084
401,30,106
402,927,3102
403,926,1296
404,206,1913
405,111,785
406,49,1454
407,893,2872
408,768,2874
409,301,2487
410,269,2789
411,465,2713
412,949,986
413,933,3122
414,468,1690
415,8,3303
416,502,3583
417,861,811
418,926,2302
419,875,2691
420,188,1601
421,483,618
422,662,287
423,107,358
424,137,101
425,435,2701
426,800,2240
427,49,358
428,598,3420
429,311,3378
430,197,323
431,398,1304
432,292,2340
433,525,648
434,507,1087
435,874,541
436,486,3492
437,451,536
438,838,1981
439,8,480
440,101,1527
441,399,2144
442,606,3200
443,234,1657
444,934,2174
445,757,1114
446,833,647
447,990,94
448,649,1486
449,276,1153
450,67,3444
451,946,440
452,946,1168
453,760,3302
454,608,2253
455,182,1762
456,829,408
457,481,2506
458,284,1961
459,797,1148
460,703,1717
461,761,844
462,69,1615
463,106,1308
464,220,1744
465,437,2925
466,644,209
467,963,1014
468,805,1667
469,978,2769
470,411,2567
471,611,3453
472,308,1449
473,421,2850
474,725,1995
475,421,1032
476,424,2616
477,530,2936
478,838,1437
479,694,626
480,89,1783
481,942,299
482,508,2931
483,520,2632
484,369,1118
485,979,2349
486,113,763
487,756,907
488,221,2603
489,359,1657
490,120,1324
491,505,307
492,822,895
493,971,1505
494,495,1977
495,878,1550
496,608,2908
497,390,49
498,45,1537
499,854,26
500,71,909
501,516,182
502,700,2440
503,250,3098
504,965,1788
505,57,415
506,272,3310
507,805,86
508,123,97
509,256,2874
510,812,364
511,511,1836
512,412,783
513,840,2403
514,303,1753
515,511,2713
516,640,1928
517,88,3128
518,727,1440
519,883,2541
520,790,697
521,331,2915
522,71,3042
523,68,3211
524,607,3318
525,133,8
526,592,984
527,994,1025
528,643,2876
529,619,1444
530,931,3598
531,656,140
532,371,1610
533,868,3127
534,126,1051
535,339,1695
536,438,2614
537,989,2720
538,138,394
539,276,899
540,791,2758
541,895,563
542,444,1086
543,394,1028
544,964,2467
545,309,66
546,944,3135
547,558,1935
548,326,3004
549,103,3201
550,987,979
551,233,2051
552,842,2410
553,212,1351
554,80,2476
555,755,2965
556,591,2705
557,259,3097
558,387,3067
559,200,514
560,710,1886
561,806,1472
562,439,882
563,916,891
564,318,1707
565,28,2078
566,575,2786
567,499,102
568,632,3537
569,241,195
570,5,1675
571,770,2952
572,176,2506
573,344,2349
574,500,317
575,678,264
576,981,831
577,175,1889
578,142,753
579,770,3474
580,461,3594
581,679,1244
582,498,2668
583,756,707
584,1000,2471
585,672,2771
586,247,3572
587,297,870
588,693,3574
589,709,2625
590,971,2559
591,633,788
592,705,2253
593,508,810
594,191,2857
595,112,260
596,549,2116
597,773,2878
598,189,2933
599,428,1557
600,73,2980
601,861,1288
602,365,2939
603,928,2949
604,163,1558
605,503,15
606,20,484
607,205,1570
608,861,789
609,287,1436
610,931,2586
611,731,1393
612,638,3387
613,359,2329
614,5,3421
615,133,1090
616,248,1919
617,55,2096
618,352,616
619,953,2720
620,772,1304
621,13,3174
622,162,2768
623,16,778
624,172,54
625,722,2662
626,12,965
627,827,3171
628,303,2677
629,699,1840
630,823,2569
631,664,371
632,673,870
633,690,727
634,747,1611
635,909,941
636,633,95
637,909,1070
638,902,2576
639,673,560
640,680,2942
641,746,1119
642,759,1611
643,243,355
644,668,2646
645,479,514
646,746,1814
647,333,2280
648,259,2333
649,346,3564
650,959,2038
651,482,2976
652,346,3317
653,395,1229
654,168,494
655,919,2774
656,654,1360
657,74,359
658,757,3328
659,439,1303
660,945,211
661,328,987
662,155,853
663,403,1865
664,465,62
665,931,553
666,791,654
667,754,1474
668,726,3314
669,470,889
670,826,1759
671,435,1509
672,110,1872
673,133,1721
674,206,897
675,55,391
676,388,3029
677,188,2418
678,628,1673
679,641,2163
680,43,507
681,587,2568
682,740,1013
683,916,2166
684,71,3242
685,178,913
686,491,1291
687,912,1570
688,964,1880
689,825,752
690,810,654
691,468,785
692,399,1665
693,604,572
694,767,2256
695,82,3331
696,105,1397
697,911,2305
698,894,2321
699,530,50
700,95,1120
701,710,3007
702,152,2057
703,354,2341
704,789,1359
705,104,962
706,143,1686
707,520,2310
708,465,2439
709,575,1384
710,536,3517
711,252,2281
712,719,338
713,825,2781
714,205,2238
715,552,1649
716,229,3116
717,924,2361
718,383,395
719,116,990
720,672,2562
721,160,3188
722,199,1160
723,30,280
724,190,1236
725,515,3181
726,948,2016
727,233,2588
728,274,3031
729,995,233
730,936,1891
731,40,3018
732,327,312
733,468,58
734,455,1684
735,449,2085
736,661,2409
737,989,2001
738,540,1654
739,64,854
740,101,2100
741,868,1073
742,230,3073
743,766,1479
744,365,2277
745,298,3012
746,69,3069
747,790,793
748,134,1363
749,132,2237
750,905,553
751,892,1985
752,749,1734
753,752,2025
754,471,3259
755,125,2364
756,984,3133
757,617,552
758,605,402
759,526,267
760,757,2355
761,973,1221
762,653,705
763,74,1088
764,478,2826
765,889,3162
766,433,1136
767,881,2170
768,172,1616
769,359,810
770,211,1081
771,435,1664
772,11,1145
773,670,2758
774,191,2555
775,453,2317
776,486,2077
777,423,2228
778,560,426
779,197,3542
780,134,1160
781,501,3133
782,177,42
783,300,2432
784,363,715
785,394,868
786,477,1410
787,178,2480
788,695,215
789,116,2792
790,54,2552
791,933,896
792,921,2120
793,150,2273
794,540,1388
795,788,393
796,783,2243
797,956,1426
798,71,3337
799,843,650
800,598,848
801,355,3376
802,317,1270
803,647,3181
804,805,2488
805,418,1924
806,897,1100
807,578,3273
808,262,2354
809,418,1524
810,368,2738
811,530,350
812,603,1751
813,262,1611
814,511,1522
815,968,1967
816,934,989
817,232,3282
818,322,2389
819,819,360
820,650,3543
821,36,3056
822,287,1627
823,633,175
824,620,2578
825,295,3070
826,303,2013
827,947,2321
828,512,523
829,986,2914
830,546,2290
831,259,2935
832,172,907
833,76,420
834,583,3445
835,50,2674
836,154,68
837,481,3498
838,985,907
839,828,135
840,645,3067
841,304,1879
842,504,2946
843,230,1688
844,823,1009
845,667,1423
846,445,665
847,292,2291
848,362,2055
849,171,288
850,20,2800
851,803,2672
852,687,873
853,722,3423
854,838,60
855,751,2773
856,45,3183
857,101,1667
858,250,1995
859,651,505
860,920,3215
861,429,2471
862,825,748
863,458,102
864,901,1518
865,214,3151
866,335,536
867,521,3500
868,896,608
869,70,3579
870,339,1097
871,696,2549
872,81,864
873,238,773
874,736,2142
875,364,2711
876,548,2721
877,100,1717
878,568,650
879,217,2408
880,219,1326
881,607,1016
882,192,788
883,112,2101
884,680,1651
885,426,1804
886,451,2004
887,89,1483
888,245,2334
889,568,1692
890,211,1077
891,581,596
892,572,3152
893,137,936
894,108,1000
895,852,1497
896,178,2863
897,118,223
898,985,2959
899,437,1118
900,393,3249
901,67,3562
902,222,2859
903,203,633
904,961,122
905,724,3391
906,116,2514
907,229,2631
908,916,1401
909,6,3289
910,867,1817
911,202,1853
912,158,1948
913,240,1311
914,533,2679
915,967,2065
916,958,2312
917,27,2064
918,193,830
919,948,2209
920,176,3306
921,911,2578
922,874,635
923,913,1720
924,347,3511
925,299,2374
926,251,3386
927,471,588
928,813,659
929,810,2197
930,795,3223
931,949,168
932,515,1525
933,375,799
934,810,2041
935,191,3228
936,348,340
937,244,3524
938,987,3164
939,126,2770
940,214,375
941,894,1582
942,626,2444
943,350,1423
944,958,200
945,922,1613
946,983,1330
947,210,2808
948,696,1678
949,891,329
950,468,2402
951,85,2603
952,729,1170
953,398,1762
954,169,2043
955,930,305
956,778,321
957,626,1228
958,585,3315
959,635,1140
960,511,1121
961,60,1535
962,469,376
963,807,1240
964,219,1188
965,64,3492
966,724,915
967,936,2988
968,494,2760
969,823,1896
970,858,1085
971,70,18
972,897,2366
973,768,917
974,90,902
975,456,3528
976,284,3334
977,719,2407
978,734,2611
979,989,3018
980,422,3387
981,475,1271
982,279,303
983,430,677
984,529,2321
985,386,1994
986,44,847
987,996,781
988,771,84
989,546,2588
990,601,2237
991,759,1065
992,139,1997
993,337,2990
994,906,538
995,299,1938
996,48,2014
997,987,2558
998,887,2307
999,503,3483
1000,612,47
1001,180,387
1002,464,3439
1003,443,3202
1004,570,3479
1005,312,2549
1006,232,168
1007,619,1069
1008,65,2708
1009,762,2530
1010,34,1072
1011,989,3069
1012,764,1470
1013,474,92
1014,566,69
1015,521,2010
1016,512,1724
1017,309,2376
1018,708,1533
1019,546,2850
1020,762,3303
1021,646,3509
1022,329,2259
1023,598,3185
1024,733,925
1025,216,1659
1026,956,1880
1027,705,3306
1028,494,2133
1029,164,2361
1030,397,2563
1031,352,1961
1032,250,1775
1033,287,644
1034,559,2830
1035,130,1388
1036,253,1205
1037,311,2035
1038,193,2837
1039,568,426
1040,932,107
1041,415,802
1042,647,977
1043,954,1704
1044,11,2227
1045,749,3334
1046,846,660
1047,375,2563
1048,751,2059
1049,504,3338
1050,551,2322
1051,732,3254
1052,132,2686
1053,591,2559
1054,430,1009
1055,244,278
1056,77,2110
1057,821,3296
1058,692,2635
1059,784,1928
1060,854,2748
1061,511,2840
1062,981,3469
1063,746,2023
1064,893,1044
1065,154,370
1066,360,3177
1067,317,704
1068,95,3360
1069,149,1915
1070,464,2883
1071,607,3562
1072,967,3056
1073,566,472
1074,999,1006
1075,272,972
1076,114,2192
1077,703,2373
1078,506,964
1079,738,59
1080,450,2229
1081,699,2247
1082,336,1264
1083,231,1834
1084,302,2830
1085,826,1312
1086,536,3253
1087,796,1845
1088,785,413
1089,951,2957
1090,440,402
1091,877,1767
1092,934,183
1093,931,17
1094,241,3312
1095,255,1960
1096,329,44
1097,416,1501
1098,86,3508
1099,284,1402
1100,937,842
1101,945,3170
1102,342,1370
1103,384,2007
1104,29,2249
1105,416,324
1106,425,1192
1107,842,3322
1108,339,45
1109,602,2762
1110,724,2340
1111,466,726
1112,992,3141
1113,260,930
1114,935,3360
1115,64,520
1116,291,2235
1117,869,2856
1118,453,2600
1119,102,2190
1120,168,1027
1121,400,731
1122,83,2479
1123,598,3395
1124,513,895
1125,988,1508
1126,696,38
1127,329,1132
1128,665,413
1129,842,355
1130,963,2218
1131,838,162
1132,1000,2819
1133,769,998
1134,572,448
1135,623,1017
1136,870,224
1137,553,2872
1138,35,674
1139,837,1687
1140,641,2604
1141,228,3147
1142,400,12
1143,449,2435
1144,700,399
1145,683,1750
1146,541,2766
1147,864,1361
1148,678,2261
1149,85,562
1150,598,1427
1151,57,3311
1152,981,1540
1153,123,36
1154,58,2698
1155,77,234
1156,852,3010
1157,253,2341
1158,447,2033
1159,482,3067
1160,883,2938
1161,345,46
1162,769,720
1163,88,342
1164,394,2402
1165,420,619
1166,466,2922
1167,469,3036
1168,73,1051
1169,866,740
1170,662,628
1171,373,3480
1172,817,1789
1173,68,505
1174,58,836
1175,107,225
1176,468,507
1177,444,1544
1178,659,530
1179,329,1319
1180,683,3445
1181,706,1082
1182,351,3536
1183,893,3564
1184,66,1523
1185,962,501
1186,987,925
1187,848,845
1188,157,1222
1189,783,1896
1190,846,2390
1191,942,1091
1192,6,1567
1193,403,3326
1194,997,275
1195,172,3114
1196,820,454
1197,474,3106
1198,502,2137
1199,961,3313
1200,244,2608
1201,774,1701
1202,6,3055
1203,498,2062
1204,932,860
1205,184,2193
1206,437,2613
1207,704,240
1208,471,316
1209,450,1426
1210,399,3104
1211,374,3139
1212,33,2759
1213,87,753
1214,145,120
1215,461,3446
1216,192,1427
1217,752,1158
1218,508,2736
1219,875,954
1220,489,695
1221,205,1763
1222,758,2620
1223,953,2429
1224,77,297
1225,655,2648
1226,715,1077
1227,689,1784
1228,652,3189
1229,647,2174
1230,265,3011
1231,825,303
1232,995,1944
1233,538,1946
1234,806,2944
1235,716,1060
1236,498,1630
1237,30,1998
1238,190,2791
1239,239,102
1240,833,1052
1241,306,1002
1242,474,2203
1243,555,650
1244,640,556
1245,121,1855
1246,633,1607
1247,481,1897
1248,487,2583
1249,504,2524
1250,685,1283
1251,832,654
1252,809,2662
1253,819,1194
1254,353,637
1255,388,1293
1256,235,2257
1257,885,3192
1258,434,1279
1259,339,3412
1260,8,1855
1261,811,1419
1262,535,3507
1263,140,53
1264,254,1775
1265,334,921
1266,117,1437
1267,352,527
1268,653,2493
1269,377,3252
1270,694,84
1271,66,3547
1272,389,153
1273,440,2429
1274,332,1311
1275,300,140
1276,998,1922
1277,289,1240
1278,49,2657
1279,304,2674
1280,635,2895
1281,93,2965
1282,717,3451
1283,110,479
1284,897,2176
1285,808,1238
1286,164,3469
1287,235,1013
1288,473,2059
1289,555,3308
1290,561,855
1291,902,494
1292,443,3508
1293,434,2786
1294,378,633
1295,942,1876
1296,740,197
1297,372,2660
1298,153,3586
1299,201,3105
1300,97,2370
1301,332,2713
1302,74,1693
1303,991,2770
1304,194,1150
1305,621,375
1306,250,2527
1307,696,1482
1308,856,3117
1309,280,1809
1310,571,389
1311,997,1562
1312,779,2958
1313,236,1574
1314,683,743
1315,427,2827
1316,581,158
1317,804,1957
1318,614,1584
1319,124,218
1320,953,3212
1321,677,1905
1322,141,773
1323,273,371
1324,486,2481
1325,121,1686
1326,382,2186
1327,901,2670
1328,98,1402
1329,93,3200
1330,212,1723
1331,229,3595
1332,594,2251
1333,653,2501
1334,266,887
1335,906,3385
1336,931,2046
1337,236,1735
1338,692,760
1339,732,2545
1340,585,1407
1341,840,1035
1342,580,1311
1343,143,3497
1344,627,112
1345,934,435
1346,486,704
1347,831,2161
1348,285,165
1349,815,1132
1350,679,1387
1351,9,409
1352,708,2028
1353,178,3397
1354,152,181
1355,807,2308
1356,583,355
1357,198,9
1358,751,3086
1359,22,796
1360,749,1469
1361,511,3114
1362,495,397
1363,526,296
1364,473,3575
1365,89,2337
1366,987,188
1367,305,1104
1368,524,111
1369,545,1801
1370,633,3319
1371,504,1705
1372,976,1498
1373,700,2593
1374,765,1373
1375,68,2396
1376,184,2707
1377,557,2036
1378,469,2471
1379,465,3064
1380,98,3105
1381,769,2955
1382,542,972
1383,253,818
1384,171,139
1385,852,1107
1386,561,3293
1387,673,1218
1388,408,2460
1389,535,3449
1390,510,325
1391,394,2322
1392,615,2383
1393,932,1899
1394,356,2744
1395,761,978
1396,670,460
1397,431,1339
1398,215,2497
1399,718,8
1400,334,1881
1401,649,693
1402,510,2460
1403,205,1949
1404,56,2304
1405,992,1616
1406,771,705
1407,719,1859
1408,946,1634
1409,502,2148
1410,641,2985
1411,425,1117
1412,534,1758
1413,703,2773
1414,814,214
1415,503,642
1416,498,3503
1417,932,63
1418,947,1805
1419,173,1031
1420,828,1370
1421,467,2093
1422,391,890
1423,972,3118
1424,641,2470
1425,813,2926
1426,13,1840
1427,278,1184
1428,741,121
1429,821,860
1430,642,1274
1431,824,2413
1432,87,2599
1433,445,1046
1434,210,2751
1435,224,2316
1436,899,2477
1437,170,1928
1438,823,1592
1439,417,25
1440,691,1802
1441,666,1170
1442,977,779
1443,265,1251
1444,437,2030
1445,519,988
1446,101,3575
1447,817,2145
1448,784,1293
1449,733,3419
1450,559,1437
1451,214,956
1452,874,1718
1453,54,248
1454,873,752
1455,449,2374
1456,940,1524
1457,961,3133
1458,792,716
1459,157,1641
1460,86,2321
1461,746,3135
1462,723,3468
1463,767,518
1464,9,2205
1465,704,66
1466,820,2083
1467,311,3501
1468,922,2490
1469,152,1028
1470,311,2360
1471,504,728
1472,848,3497
1473,292,3170
1474,883,3521
1475,783,2781
1476,835,2351
1477,679,1522
1478,134,1406
1479,715,553
1480,863,590
1481,540,1987
1482,152,1640
1483,762,1819
1484,8,3067
1485,120,1673
1486,151,847
1487,79,172
1488,912,2208
1489,335,3571
1490,632,1496
1491,852,1717
1492,936,1354
1493,335,2753
1494,435,1995
1495,710,2591
1496,602,1634
1497,168,2167
1498,813,709
1499,235,2667
1500,809,1308
1501,408,2780
1502,448,3431
1503,603,2850
1504,239,1031
1505,846,2439
1506,70,1034
1507,943,3037
1508,973,363
1509,277,2772
1510,193,136
1511,662,3039
1512,62,413
1513,494,3351
1514,979,3542
1515,835,3507
1516,773,1679
1517,242,305
1518,759,3493
1519,694,3460
1520,279,36
1521,825,3044
1522,228,401
1523,661,986
1524,712,3248
1525,908,102
1526,311,2319
1527,789,2285
1528,190,2929
1529,935,3549
1530,122,408
1531,305,1193
1532,579,2055
1533,83,999
1534,327,2783
1535,675,3589
1536,863,1111
1537,225,3239
1538,473,1880
1539,472,3364
1540,360,320
1541,436,2733
1542,800,2425
1543,164,63
1544,293,739
1545,649,2769
1546,26,795
1547,814,727
1548,494,1388
1549,392,1881
1550,720,2705
1551,825,1794
1552,405,135
1553,189,892
1554,224,984
1555,579,3485
1556,85,1504
1557,839,1877
1558,452,2800
1559,629,1770
1560,858,1541
1561,611,1113
1562,36,1674
1563,158,2237
1564,448,1604
1565,755,976
1566,223,2244
1567,237,3310
1568,495,1776
1569,362,3184
1570,739,3417
1571,302,1163
1572,248,178
1573,36,570
1574,298,1104
1575,61,992
1576,548,1720
1577,61,3223
1578,199,234
1579,317,1347
1580,464,966
1581,208,2918
1582,943,2468
1583,315,2325
1584,81,952
1585,454,1623
1586,393,1599
1587,921,819
1588,997,1703
1589,47,773
1590,663,1609
1591,619,1338
1592,770,64
1593,538,2859
1594,926,1622
1595,76,190
1596,985,87
1597,863,3035
1598,164,1774
1599,952,1398
1600,719,1829
1601,116,2313
1602,118,31
1603,560,20
1604,152,1972
1605,619,3316
1606,711,3451
1607,261,926
1608,525,1601
1609,388,722
1610,191,2140
1611,14,1168
1612,522,2319
1613,515,2115
1614,11,1309
1615,214,1886
1616,907,2923
1617,303,1746
1618,601,3211
1619,203,1012
1620,323,678
1621,562,1644
1622,549,1672
1623,146,1155
1624,490,2828
1625,651,1367
1626,908,3237
1627,476,1782
1628,626,765
1629,209,699
1630,751,98
1631,888,718
1632,290,1989
1633,10,2541
1634,577,679
1635,907,3181
1636,415,3178
1637,432,1855
1638,365,2406
1639,858,2154
1640,40,716
1641,160,3037
1642,456,1458
1643,57,1532
1644,242,1289
1645,432,54
1646,215,1100
1647,791,1977
1648,444,1580
1649,413,3232
1650,756,1232
1651,165,1146
1652,430,1037
1653,329,2674
1654,154,2577
1655,25,373
1656,342,52
1657,903,285
1658,73,53
1659,126,2648
1660,349,1840
1661,118,990
1662,768,2799
1663,888,1178
1664,455,1737
1665,590,3450
1666,194,313
1667,19,2839
1668,735,556
1669,687,192
1670,341,41
1671,4,992
1672,937,2300
1673,97,1533
1674,593,2834
1675,530,2385
1676,472,267
1677,392,1530
1678,21,549
1679,403,885
1680,959,998
1681,76,1953
1682,629,3337
1683,731,2666
1684,162,711
1685,618,3058
1686,46,288
1687,419,2071
1688,778,1425
1689,133,1439
1690,774,3199
1691,105,3000
1692,159,125
1693,517,712
1694,2,2367
1695,16,1072
1696,973,435
1697,172,2729
1698,352,1264
1699,458,1533
1700,590,2085
1701,814,2334
1702,634,337
1703,961,2112
1704,726,1336
1705,12,3375
1706,145,894
1707,654,1661
1708,75,1604
1709,167,3079
1710,292,1440
1711,570,47
1712,627,3463
1713,867,332
1714,856,1596
1715,543,2069
1716,992,681
1717,491,523
1718,71,3485
1719,282,1666
1720,2,1536
1721,663,3096
1722,110,1532
1723,637,343
1724,808,858
1725,869,2358
1726,846,2355
1727,945,2111
1728,902,2292
1729,70,2206
1730,233,422
1731,868,3163
1732,279,2183
1733,83,1357
1734,910,3499
1735,496,721
1736,180,445
1737,363,3599
1738,454,3153
1739,655,502
1740,240,11
1741,908,1104
1742,564,1813
1743,322,1369
1744,103,1417
1745,892,1364
1746,422,3151
1747,657,604
1748,53,2464
1749,12,1377
1750,987,3217
1751,127,3289
1752,820,2028
1753,219,1404
1754,442,1682
1755,478,1821
1756,365,3169
1757,812,3526
1758,873,371
1759,848,1891
1760,420,711
1761,784,1196
1762,450,1837
1763,230,264
1764,720,40
1765,80,3475
1766,605,550
1767,955,55
1768,134,762
1769,428,1749
1770,33,1101
1771,62,3421
1772,968,70
1773,822,2501
1774,547,2493
1775,259,852
1776,141,3007
1777,875,2780
1778,690,301
1779,495,958
1780,301,229
1781,207,2614
1782,385,1741
1783,72,1242
1784,1,2342
1785,119,2340
1786,544,350
1787,522,3544
1788,122,1991
1789,569,1778
1790,3,630
1791,337,2241
1792,95,2773
1793,43,2600
1794,974,1251
1795,868,1236
1796,401,103
1797,784,1262
1798,740,398
1799,262,464
1800,114,177
1801,956,2761
1802,441,3077
1803,782,2558
1804,628,2185
1805,642,2104
1806,839,40
1807,842,1714
1808,582,2151
1809,646,1808
1810,662,894
1811,287,881
1812,746,2506
1813,353,3365
1814,814,3285
1815,451,1378
1816,540,897
1817,992,3433
1818,861,325
1819,45,2626
1820,386,834
1821,897,1720
1822,282,2006
1823,875,1150
1824,363,1424
1825,969,2898
1826,576,2169
1827,917,493
1828,654,2500
1829,974,1429
1830,229,1469
1831,804,206
1832,533,694
1833,392,1462
1834,478,2060
1835,284,2898
1836,641,3304
1837,566,3250
1838,633,1639
1839,825,1943
1840,249,1239
1841,15,780
1842,796,1534
1843,412,1024
1844,361,697
1845,93,1554
1846,470,2761
1847,224,2573
1848,479,2896
1849,892,3237
1850,498,2799
1851,511,432
1852,925,568
1853,781,365
1854,113,3572
1855,758,1102
1856,162,3049
1857,530,2370
1858,397,985
1859,693,3596
1860,920,1820
1861,302,3200
1862,752,725
1863,737,1287
1864,774,2418
1865,767,743
1866,792,3479
1867,363,1651
1868,915,1891
1869,472,2547
1870,969,2712
1871,734,1832
1872,395,3582
1873,189,997
1874,67,1251
1875,95,864
1876,556,957
1877,466,360
1878,901,2571
1879,912,975
1880,508,1470
1881,462,3129
1882,791,981
1883,650,1011
1884,468,1576
1885,303,3239
1886,160,3147
1887,203,2747
1888,94,1071
1889,955,2340
1890,388,1442
1891,639,1869
1892,387,668
1893,608,1671
1894,260,2011
1895,236,2450
1896,841,1024
1897,480,292
1898,712,2348
1899,819,699
1900,594,3540
1901,644,2160
1902,172,2731
1903,207,3389
1904,600,2354
1905,40,59
1906,344,2991
1907,424,3339
1908,226,603
1909,590,1602
1910,497,840
1911,694,3562
1912,211,3564
1913,479,875
1914,305,2984
1915,895,1228
1916,182,1593
1917,771,744
1918,111,1425
1919,104,1772
1920,991,2707
1921,217,3181
1922,914,2335
1923,301,3175
1924,541,709
1925,743,276
1926,78,1659
1927,835,348
1928,558,2358
1929,164,2721
1930,30,557
1931,17,2457
1932,849,2284
1933,488,410
1934,374,3180
1935,118,1773
1936,292,1263
