payment_id,invoice_id,method_id,amount_paid
97,97,97,48.110649355354695
98,98,98,48.1818432876764
99,99,99,120.23321353086254
100,100,100,114.50492706843572
101,101,101,124.0887340965358
102,102,102,123.9139077803311
103,103,103,148.21713985239535
104,104,104,41.300517049803545
105,105,105,22.853834720534316
106,106,106,104.50456591454683
107,107,107,94.66208838475161
108,108,108,40.03397887918652
109,109,109,125.45910241137881
110,110,110,110.67258838487753
111,111,111,142.9504954323831
112,112,112,100.22179204844821
113,113,113,130.59378601389312
114,114,114,100.43175884334339
115,115,115,30.918652656932775
116,116,116,111.28841759623924
117,117,117,142.27676065446474
118,118,118,146.32127783774257
119,119,119,89.15496605778341
120,120,120,78.77823641381686
121,121,121,141.35893720594316
122,122,122,37.63226371439762
123,123,123,48.39226710196351
124,124,124,26.68253450119642
125,125,125,61.51409589534076
126,126,126,95.44723174462167
127,127,127,27.46665066082526
128,128,128,93.9921934841847
129,129,129,57.753936246639434
130,130,130,77.53625725571624
131,131,131,121.78242364489341
132,132,132,137.35034924768007
133,133,133,43.10637040814943
134,134,134,133.71947233261162
135,135,135,22.844545657550924
136,136,136,90.93907156019654
137,137,137,129.00164596552176
138,138,138,104.30316893849485
139,139,139,77.28809463424602
140,140,140,48.63649655486098
141,141,141,141.10228400866902
142,142,142,21.737640796518996
143,143,143,104.23078302272445
144,144,144,48.89195133624885
145,145,145,21.105453174104486
146,146,146,107.57294700696258
147,147,147,134.2161360540223
148,148,148,35.80819670576227
149,149,149,28.128025046631613
150,150,150,110.40387269172601
151,151,151,50.87292209507772
152,152,152,56.81020637210275
153,153,153,24.306369272792985
154,154,154,92.60307631079277
155,155,155,141.69969806951718
156,156,156,107.89053395925063
157,157,157,134.12968664763034
158,158,158,56.558969171857875
159,159,159,48.35163663562307
160,160,160,100.2005651006238
161,161,161,92.1507519581237
162,162,162,50.637604152882304
163,163,163,59.06566432435236
164,164,164,133.82513516166418
165,165,165,128.14436789990103
166,166,166,57.049318307973934
167,167,167,62.496645043001784
168,168,168,84.01445767916123
169,169,169,26.89921588741261
170,170,170,69.29552855702941
171,171,171,76.13144169589074
172,172,172,32.269371578550945
173,173,173,51.69488986608668
174,174,174,58.47506014993725
175,175,175,61.81245813904259
176,176,176,20.489277835609446
177,177,177,71.23881873352859
178,178,178,111.48179490594731
179,179,179,68.94128204639838
180,180,180,96.77022052940539
181,181,181,78.87130350716478
182,182,182,37.860627077936584
183,183,183,30.09213011022773
184,184,184,94.33389615404919
185,185,185,111.62180954601241
186,186,186,136.47543070181854
187,187,187,45.85447422163617
188,188,188,21.59341121752398
189,189,189,59.578182671582894
190,190,190,125.63354864152295
191,191,191,78.83274192617245
192,192,192,75.48346179657175
193,193,193,67.70879559327845
194,194,194,20.806340375740994
195,195,195,24.377502415340885
196,196,196,113.38299721460844
197,197,197,34.44934684553881
198,198,198,143.6815599335028
199,199,199,36.90371729277692
200,200,200,87.6668054882954
201,201,201,107.22273861171841
202,202,202,45.09801070977251
203,203,203,133.75077528448378
204,204,204,34.03544731325237
205,205,205,149.0216900580442
206,206,206,119.83300204994346
207,207,207,133.99483116952652
208,208,208,105.14106837080541
209,209,209,149.6411538404105
210,210,210,64.88531199652948
211,211,211,24.99343091310704
212,212,212,43.779927687458326
213,213,213,82.11998835923703
214,214,214,134.99074967341753
215,215,215,86.03064525859504
216,216,216,59.83075134363258
217,217,217,29.110107014433886
218,218,218,119.1831687185424
219,219,219,124.79805125737566
220,220,220,124.68198136705372
221,221,221,94.92800461612862
222,222,222,130.3243188696653
223,223,223,121.03063972278723
224,224,224,122.03054033664051
225,225,225,64.51673258349042
226,226,226,74.48297486329959
227,227,227,104.30845875810496
228,228,228,50.733686249084954
229,229,229,58.220798459586135
230,230,230,123.61526672658039
231,231,231,49.83702360713632
232,232,232,139.3024194928396
233,233,233,124.51022173406797
234,234,234,101.86495557151018
235,235,235,37.56020420318866
236,236,236,23.59331077903503
237,237,237,103.03730244068328
238,238,238,66.29637022907522
239,239,239,44.36570982854871
240,240,240,29.70139491528461
241,241,241,44.29719589603778
242,242,242,91.01108998487052
243,243,243,63.36402479274053
244,244,244,63.71831455375548
245,245,245,104.4422236918914
246,246,246,103.44970083651509
247,247,247,82.06998467038261
248,248,248,85.29503799434369
249,249,249,52.080260629247164
250,250,250,63.46751132656812
251,251,251,39.08463214513328
252,252,252,72.33094779020303
253,253,253,115.84026997507428
254,254,254,25.223327523314662
255,255,255,113.22192640289566
256,256,256,91.63320416997328
257,257,257,135.67982652495152
258,258,258,126.35938259849824
259,259,259,83.4866307922243
260,260,260,138.92849772144507
261,261,261,108.96670442532663
262,262,262,148.54984493849537
263,263,263,64.73158003855411
264,264,264,132.2621888955962
265,265,265,71.4821158412141
266,266,266,82.69213508920646
267,267,267,116.59737715566837
268,268,268,91.07819304671195
269,269,269,48.908299766899596
270,270,270,35.14085738775631
271,271,271,89.23003404723515
272,272,272,93.1647198723713
273,273,273,98.3652350027581
274,274,274,69.00318986848217
275,275,275,72.62216395753319
276,276,276,67.73672426379031
277,277,277,133.55826121800703
278,278,278,88.761929851425
279,279,279,30.34053399423737
280,280,280,89.74904440464142
281,281,281,75.61998991269948
282,282,282,27.05015551849149
283,283,283,110.30456220830717
284,284,284,49.10021244407065
285,285,285,130.8797243763484
286,286,286,142.6873413179722
287,287,287,55.35396688675955
288,288,288,88.69670622437013
289,289,289,142.84221226084065
290,290,290,113.94076529115502
291,291,291,135.5833487975809
292,292,292,144.56599122600704
293,293,293,89.1175722109164
294,294,294,58.444944485573586
295,295,295,131.6984736938037
296,296,296,110.8725877720167
297,297,297,70.85824673044672
298,298,298,122.22573865036667
299,299,299,149.73920687103555
300,300,300,148.57552800779254
301,301,301,26.358420082501013
302,302,302,41.8245570456485
303,303,303,62.36024382023414
304,304,304,107.76243404142642
305,305,305,77.83475669355911
306,306,306,98.6437001095677
307,307,307,57.73050292175204
308,308,308,141.03109402028673
309,309,309,115.81571772269388
310,310,310,47.14450596351712
311,311,311,97.14024931724342
312,312,312,135.25958619769216
313,313,313,116.89651536630615
314,314,314,55.947544422441496
315,315,315,44.3462887407792
316,316,316,40.162847588613076
317,317,317,137.5415688198847
318,318,318,60.99412558291709
319,319,319,136.20632152852772
320,320,320,113.63864770884152
321,321,321,133.82976630059676
322,322,322,122.83172406892785
323,323,323,137.4647252171888
324,324,324,52.79842308788119
325,325,325,28.97986104709858
326,326,326,50.57698879047787
327,327,327,76.08043243760123
328,328,328,37.52543652138327
329,329,329,38.44337629060804
330,330,330,118.31221542840287
331,331,331,71.2453516739295
332,332,332,24.96632966366965
333,333,333,109.58614794657277
334,334,334,68.97948646436934
335,335,335,127.72772198942748
336,336,336,28.409390126144082
337,337,337,130.3991482696881
338,338,338,116.58645648943485
339,339,339,47.9315322441102
340,340,340,65.49915952715817
341,341,341,78.74602419097627
342,342,342,124.42226631959907
343,343,343,78.74505658506793
344,344,344,31.891998384147833
345,345,345,115.93103541625412
346,346,346,105.87679679885125
347,347,347,62.358554701652906
348,348,348,54.896007895369294
349,349,349,109.5956862138948
350,350,350,101.93818540565609
351,351,351,149.10068740701766
352,352,352,115.40890671488981
353,353,353,121.43205596329321
354,354,354,74.09818554864043
355,355,355,108.4122192663483
356,356,356,102.30990895981117
357,357,357,21.6224320072121
358,358,358,31.551718983939857
359,359,359,74.04113169104104
360,360,360,50.51508620596453
361,361,361,61.732179101985544
362,362,362,32.408965167449125
363,363,363,131.58933093884235
364,364,364,122.42014220048382
365,365,365,68.8858950266492
366,366,366,130.586221556368
367,367,367,38.291563629609364
368,368,368,27.959485923006962
369,369,369,31.608564453419273
370,370,370,37.79768711435419
371,371,371,134.5851619220124
372,372,372,40.686049620139116
373,373,373,101.55562208564282
374,374,374,91.17774115162473
375,375,375,113.57023821529629
376,376,376,131.57234010620633
377,377,377,104.08332892033913
378,378,378,84.81787552472059
379,379,379,80.21981973229165
380,380,380,47.08342509504138
381,381,381,58.969141778084555
382,382,382,107.1636493040438
383,383,383,88.5643226383872
384,384,384,62.925453131160204
385,385,385,75.00303762732572
386,386,386,69.87184206604407
387,387,387,126.41548865324279
388,388,388,68.85318579346821
389,389,389,30.672990081262327
390,390,390,95.1571074892804
391,391,391,80.3696341844745
392,392,392,99.06907286735935
393,393,393,64.57677361514021
394,394,394,125.01546394090991
395,395,395,127.68205037088543
396,396,396,115.36713519058145
397,397,397,136.87909175313249
398,398,398,80.18903895110043
399,399,399,115.73069105510704
400,400,400,111.6158510745926
401,401,401,97.77823572247101
402,402,402,67.76411595527514
403,403,403,33.906647224299654
404,404,404,123.19287066071894
405,405,405,37.6416915227631
406,406,406,26.752979882702288
407,407,407,81.3766941559378
408,408,408,43.13700180348641
409,409,409,103.3458230002293
410,410,410,79.88788975503432
411,411,411,128.12046265915953
412,412,412,133.73790264426378
413,413,413,51.49718118419621
414,414,414,112.21796395509269
415,415,415,52.17205198813917
416,416,416,112.19686360891477
417,417,417,75.77035815402067
418,418,418,149.0924316830847
419,419,419,80.43858705486451
420,420,420,147.15057448257727
421,421,421,94.9632589337046
422,422,422,112.09475682122236
423,423,423,61.429219625980416
424,424,424,68.80770633618285
425,425,425,105.78099139771332
426,426,426,86.46997939908387
427,427,427,53.36244626733061
428,428,428,93.7528344021315
429,429,429,99.69282914433242
430,430,430,49.925408934505285
431,431,431,93.10905307923043
432,432,432,65.42148165396394
433,433,433,44.32787105749927
434,434,434,109.79598642491209
435,435,435,50.21443433754712
436,436,436,126.42037984386053
437,437,437,68.19996322602628
438,438,438,84.40787896957406
439,439,439,86.30625938510512
440,440,440,22.57308864669249
441,441,441,49.691397172466864
442,442,442,132.3417561533308
443,443,443,93.71229561896564
444,444,444,32.5413109821871
445,445,445,97.55965456563514
446,446,446,30.044727088747866
447,447,447,71.0984194417801
448,448,448,112.07616941978448
449,449,449,97.03762457391734
450,450,450,87.84711295096312
451,451,451,109.65112980367755
452,452,452,60.59321872741477
453,453,453,133.03825663819856
454,454,454,94.83334759248571
455,455,455,81.78754345913549
456,456,456,76.47711120842223
457,457,457,103.93639629325051
458,458,458,149.75802335926033
459,459,459,116.17722963630588
460,460,460,57.302679010519206
461,461,461,60.70091357417526
462,462,462,31.45446112119346
463,463,463,35.7018327578786
464,464,464,60.481410042950316
465,465,465,43.25741177873265
466,466,466,27.14539730853928
467,467,467,86.64830915814821
468,468,468,85.24509717599696
469,469,469,98.31144555168125
470,470,470,71.33307883732425
471,471,471,52.00823230103857
472,472,472,44.845314558337634
473,473,473,41.5174884119067
474,474,474,31.835932545581578
475,475,475,111.4830196867169
476,476,476,24.17416854659976
477,477,477,52.327324250708934
478,478,478,126.56513366168024
479,479,479,22.21079298022465
480,480,480,53.46216331864289
481,481,481,120.91643945218378
482,482,482,108.6560539661111
483,483,483,65.02746900377062
484,484,484,131.29055771760574
485,485,485,36.74524836106277
486,486,486,107.71302015139293
487,487,487,81.50362082040634
488,488,488,52.258911684625076
489,489,489,26.849781504493233
490,490,490,27.3729153114895
491,491,491,85.11548886726754
492,492,492,30.847690235510797
493,493,493,24.539665151802698
494,494,494,97.24892598687542
495,495,495,42.52316249817471
496,496,496,92.45197123415228
497,497,497,102.20760097810354
498,498,498,100.14667274903373
499,499,499,98.78414011748409
500,500,500,148.15469548664842
501,501,501,114.9513725418114
502,502,502,23.688327266084357
503,503,503,68.10529297068726
504,504,504,81.76747353931572
505,505,505,91.36293348636227
506,506,506,54.36940864743548
507,507,507,147.23111733467152
508,508,508,102.62615600788108
509,509,509,73.18637832239529
510,510,510,105.76555327332694
511,511,511,112.70611498812805
512,512,512,37.95652336795317
513,513,513,66.13633102899705
514,514,514,40.943589874010655
515,515,515,42.676968105739704
516,516,516,56.26009114618383
517,517,517,61.79552963284035
518,518,518,55.832091389258174
519,519,519,137.66244810780523
520,520,520,134.57297342830924
521,521,521,74.6975676995769
522,522,522,103.75959317380696
523,523,523,80.12158380707112
524,524,524,24.32643659110705
525,525,525,124.5780793238672
526,526,526,29.62639168451317
527,527,527,38.52472618388208
528,528,528,91.34871947824273
529,529,529,33.48211218643461
530,530,530,149.53574183055358
531,531,531,142.06193441145686
532,532,532,128.7155810137651
533,533,533,71.99092435120605
534,534,534,77.23422269281635
535,535,535,92.78222360256035
536,536,536,134.94416187703547
537,537,537,96.07768355707695
538,538,538,133.62135544335445
539,539,539,51.45840354639838
540,540,540,138.48566007479337
541,541,541,121.33993411499618
542,542,542,44.4434303118349
543,543,543,21.70520985327459
544,544,544,149.05796196072447
545,545,545,55.95240532891215
546,546,546,115.30054649374217
547,547,547,53.60648025568714
548,548,548,108.92826210041322
549,549,549,124.58579666184963
550,550,550,78.64411503886598
551,551,551,114.17153556345659
552,552,552,102.31348541790362
553,553,553,128.33431131422026
554,554,554,145.46795662825588
555,555,555,70.13050654335225
556,556,556,99.06540292163527
557,557,557,43.30545934293381
558,558,558,108.17422114214133
559,559,559,43.42880601813055
560,560,560,38.135545166399
561,561,561,70.44927499666758
562,562,562,21.14200065648219
563,563,563,127.21437485143129
564,564,564,66.69195822195195
565,565,565,22.269897459335773
566,566,566,121.7819278988517
567,567,567,111.84055910049891
568,568,568,57.40134476731373
569,569,569,130.79881987607712
570,570,570,101.9363096766951
571,571,571,117.82384964747921
572,572,572,69.19128609522194
573,573,573,23.925128155970828
574,574,574,60.14106861324073
575,575,575,121.15656225501414
576,576,576,104.21277400610126
577,577,577,29.53024965330918
578,578,578,148.16383210066294
579,579,579,60.83341026229178
580,580,580,49.966670933815934
581,581,581,99.78680888098572
582,582,582,41.06142265470632
583,583,583,55.48251013123683
584,584,584,107.55827171867655
585,585,585,50.25648869157646
586,586,586,51.66535127695078
587,587,587,104.2946355248376
588,588,588,92.0496118380012
589,589,589,20.734377019440384
590,590,590,124.68496333419665
591,591,591,123.50537478875565
592,592,592,106.1186351540406
593,593,593,100.47485228962967
594,594,594,49.42672993587742
595,595,595,35.6682183596227
596,596,596,100.0711851782138
597,597,597,93.29056296720114
598,598,598,122.87192152221628
599,599,599,45.788104382310294
600,600,600,116.15058614908416
601,601,601,118.56959603693916
602,602,602,40.76584455375858
603,603,603,22.927760450427087
604,604,604,48.77574789678985
605,605,605,111.082195196537
606,606,606,104.04607213409597
607,607,607,127.8157341128148
608,608,608,147.88246111283394
609,609,609,47.82590924011842
610,610,610,137.73687081963163
611,611,611,81.70197443863563
612,612,612,96.72337970665697
613,613,613,65.96239320947768
614,614,614,107.34224136574221
615,615,615,135.8495806009257
616,616,616,26.693975663845492
617,617,617,84.11793654808835
618,618,618,115.01009934524137
619,619,619,131.36607757228472
620,620,620,65.26615514395044
621,621,621,39.664868486068755
622,622,622,25.218547570365914
623,623,623,63.47872881008919
624,624,624,74.8437657008844
625,625,625,60.95021220551345
626,626,626,78.80614802254766
627,627,627,79.65026675450065
628,628,628,92.02286256619077
629,629,629,53.122662446074735
630,630,630,110.61706418341717
631,631,631,111.63386233218606
632,632,632,51.25980146510911
633,633,633,126.83577204729629
634,634,634,101.26842107562184
635,635,635,135.92982414504513
636,636,636,81.48951973445071
637,637,637,107.47621004700994
638,638,638,94.6731839378068
639,639,639,50.7604062026642
640,640,640,127.44328189752369
641,641,641,57.31407470289099
642,642,642,140.30640035542996
643,643,643,130.36776646239562
644,644,644,68.84000260739339
645,645,645,139.25667795281038
646,646,646,97.20117227173253
647,647,647,41.03820146955458
648,648,648,108.03505562451478
649,649,649,53.77705915910415
650,650,650,149.41783777655897
651,651,651,109.03418314191717
652,652,652,141.22780216268256
653,653,653,27.25610978698063
654,654,654,32.71100409286224
655,655,655,94.32285804190656
656,656,656,87.6371129315879
657,657,657,120.34479165683689
658,658,658,112.72195483596865
659,659,659,104.83232492647258
660,660,660,75.37627745763179
661,661,661,77.91296160504353
662,662,662,24.678186496871554
663,663,663,63.49905678508985
664,664,664,103.27964293686875
665,665,665,149.89259692798692
666,666,666,51.983898628416895
667,667,667,142.23787129283443
668,668,668,83.46446174155838
669,669,669,66.87672693304825
670,670,670,33.88287858659243
671,671,671,144.8014122958622
672,672,672,49.87936641030031
673,673,673,98.03488694011921
674,674,674,60.424031294699475
675,675,675,90.39945100970782
676,676,676,99.18547559177946
677,677,677,93.36754290501136
678,678,678,149.36984637062002
679,679,679,106.95517071676583
680,680,680,32.84361500366153
681,681,681,23.629746801411343
682,682,682,97.26694555434088
683,683,683,127.08198504111752
684,684,684,23.013411540004107
685,685,685,28.561619219026014
686,686,686,106.22795778768551
687,687,687,31.351123567892657
688,688,688,142.05601225944798
689,689,689,105.32492567701573
690,690,690,54.554364599570135
691,691,691,149.4326940655244
692,692,692,148.74206518885094
693,693,693,118.39844050693277
694,694,694,62.980831686670705
695,695,695,124.15571475993181
696,696,696,72.34856764527635
697,697,697,59.95283035879866
698,698,698,103.8368396120147
699,699,699,146.82178024397228
700,700,700,64.59564369115736
701,701,701,61.45365685384042
702,702,702,93.45955315563506
703,703,703,76.97970056751691
704,704,704,22.34396546517856
705,705,705,147.26777724099958
706,706,706,52.198495220756904
707,707,707,124.456985574522
708,708,708,77.62200623616343
709,709,709,35.43987982627921
710,710,710,43.227404877963465
711,711,711,84.28692397167012
712,712,712,58.475799666202036
713,713,713,58.212650405492994
714,714,714,51.17260423536314
715,715,715,86.51385008661856
716,716,716,80.8572209117956
717,717,717,83.70386712262811
718,718,718,79.5067699903017
719,719,719,124.23067306825332
720,720,720,127.30798135878574
721,721,721,81.07707470023519
722,722,722,60.65298260579642
723,723,723,101.9660738220938
724,724,724,144.9309390571134
725,725,725,109.46329449495336
726,726,726,20.21786188872506
727,727,727,70.6970244140497
728,728,728,37.42077787726838
729,729,729,143.63523240294126
730,730,730,147.45496764662084
731,731,731,97.47737644036181
732,732,732,73.07141728317902
733,733,733,117.4554649038135
734,734,734,134.64441502006093
735,735,735,82.85138229734889
736,736,736,135.3526517028322
737,737,737,52.79185840145895
738,738,738,43.16187350292194
739,739,739,82.708765136665
740,740,740,130.86020320639687
741,741,741,37.937455797716645
742,742,742,60.856155870246184
743,743,743,125.1934962881276
744,744,744,107.31061675559107
745,745,745,107.73922192350511
746,746,746,144.3642038999434
747,747,747,84.52282071098784
748,748,748,144.48830798355684
749,749,749,98.34214215915011
750,750,750,99.20053371783922
751,751,751,119.57174600371428
752,752,752,148.33723866307054
753,753,753,139.70804828802676
754,754,754,74.41149587254779
755,755,755,38.165552325391495
756,756,756,78.93429700633418
757,757,757,120.16855677835687
758,758,758,56.56749694411902
759,759,759,129.02614639906454
760,760,760,112.87792589244134
761,761,761,22.305621595086098
762,762,762,42.868582938638426
763,763,763,88.64266476656215
764,764,764,59.64889796390815
765,765,765,25.36758922703284
766,766,766,144.40600264590228
767,767,767,25.977199852098458
768,768,768,23.943902435614
769,769,769,55.27874136335198
770,770,770,116.02398468074253
771,771,771,89.65874224624349
772,772,772,26.27191561129232
773,773,773,47.769366818091505
774,774,774,21.571994444726485
775,775,775,119.74738789524591
776,776,776,86.09327385800593
777,777,777,78.94721878531473
778,778,778,70.83195409868961
779,779,779,52.75828520297115
780,780,780,138.637431660373
781,781,781,119.82442958318833
782,782,782,93.44313182535629
783,783,783,61.791843865786696
784,784,784,104.66155765530408
785,785,785,36.51543327039339
786,786,786,139.7267207230904
787,787,787,21.299220306552957
788,788,788,83.25126257694865
789,789,789,23.905614579975243
790,790,790,125.559577558559
791,791,791,83.56725752979065
792,792,792,23.907287801070712
793,793,793,131.9682686478014
794,794,794,70.9386757809368
795,795,795,91.73159109655371
796,796,796,36.49710631001385
797,797,797,86.95069112770395
798,798,798,118.58740093985907
799,799,799,58.80965813327356
800,800,800,149.54115055385546
801,801,801,130.17782126729713
802,802,802,129.06581729389052
803,803,803,57.70667162391777
804,804,804,38.15307980624131
805,805,805,42.95478774764005
806,806,806,53.26904576707516
807,807,807,26.10256971435234
808,808,808,59.44337248511543
809,809,809,113.44802332339674
810,810,810,144.99496523652408
811,811,811,101.99967065878518
812,812,812,136.93943082647888
813,813,813,136.3669636263097
814,814,814,128.10193908183953
815,815,815,76.16434899212136
816,816,816,107.30469738288818
817,817,817,41.66820352944454
818,818,818,116.1997996781989
819,819,819,109.21086839223531
820,820,820,71.37856253161003
821,821,821,68.20802654128906
822,822,822,26.17183028271432
823,823,823,34.43009496537869
824,824,824,106.20089173989038
825,825,825,129.8279811568112
826,826,826,60.657685149679295
827,827,827,142.2633140335073
828,828,828,77.20014984623444
829,829,829,73.0109113604001
830,830,830,36.15424247661717
831,831,831,27.87000744061897
832,832,832,76.22896718583863
833,833,833,54.282514803408404
834,834,834,61.63585176000464
835,835,835,85.62717649775217
836,836,836,51.05767114790008
837,837,837,68.74637559666797
838,838,838,149.06564682617542
839,839,839,121.27964056912867
840,840,840,65.78811949756317
841,841,841,122.11607253409281
842,842,842,50.59041226316731
843,843,843,30.007232497287443
844,844,844,79.82903513166939
845,845,845,64.140349148979
846,846,846,139.54988062317346
847,847,847,48.2882747203199
848,848,848,121.94988103060433
849,849,849,96.81435023589232
850,850,850,54.091041166464144
851,851,851,81.56416664074814
852,852,852,20.710283919189436
853,853,853,47.67763636810705
854,854,854,34.00390183046232
855,855,855,83.11455601221158
856,856,856,105.12071073747798
857,857,857,31.94515408255434
858,858,858,71.86315159072731
859,859,859,122.9122680169527
860,860,860,40.56790420109176
861,861,861,115.70780249075104
862,862,862,130.09908988346112
863,863,863,132.52480462246484
864,864,864,132.14557285465173
865,865,865,99.89897717328161
866,866,866,35.61411728697078
867,867,867,61.688368306470295
868,868,868,25.544758882133287
869,869,869,94.59753409939911
870,870,870,107.98155460777342
871,871,871,35.10129709438568
872,872,872,88.85129362407251
873,873,873,102.94310311787136
874,874,874,44.95642593225912
875,875,875,55.9141543660562
876,876,876,67.63042363158652
877,877,877,94.91378648472417
878,878,878,56.48585448258873
879,879,879,109.76895519267156
880,880,880,55.38475866169846
881,881,881,81.58892720329719
882,882,882,31.50199232065205
883,883,883,99.89816498107112
884,884,884,98.37498667348177
885,885,885,92.48122089581827
886,886,886,22.55314737647069
887,887,887,49.776998397674134
888,888,888,87.76296718504739
889,889,889,61.61938377499991
890,890,890,145.09584351345288
891,891,891,80.29701224941941
892,892,892,55.615716845455324
893,893,893,89.35234842486955
894,894,894,40.699909900580714
895,895,895,22.54301583015905
896,896,896,33.028678398731515
897,897,897,52.979166723376544
898,898,898,100.6237839583603
899,899,899,149.66093700753086
900,900,900,92.63799903510366
901,901,901,35.09728645865387
902,902,902,122.26678713172296
903,903,903,31.79738851999526
904,904,904,109.69599144801191
905,905,905,149.20516369007578
906,906,906,67.36408131315002
907,907,907,41.06384209686155
908,908,908,64.97514984393285
909,909,909,89.48442662160383
910,910,910,43.388911592428286
911,911,911,101.78060885962454
912,912,912,84.34467837526117
913,913,913,35.205697738636545
914,914,914,77.97896130669903
915,915,915,42.24860883718041
916,916,916,64.4178141960816
917,917,917,22.43105667642261
918,918,918,38.69854130250809
919,919,919,142.13530886828778
920,920,920,76.39492687017758
921,921,921,118.64362008401088
922,922,922,149.63644674732012
923,923,923,119.81309542129875
924,924,924,21.49413379781429
925,925,925,95.09878312508361
926,926,926,29.030775404420595
927,927,927,67.51799697140294
928,928,928,48.895329389996334
929,929,929,113.40117251491145
930,930,930,49.089605539212805
931,931,931,96.57800235415922
932,932,932,102.06719922073145
933,933,933,45.344072377134395
934,934,934,89.37968159111327
935,935,935,87.62425100412071
936,936,936,143.3455606616617
937,937,937,49.75429258877655
938,938,938,41.730130371352104
939,939,939,76.8723929816268
940,940,940,42.490455033655905
941,941,941,97.83454333783718
942,942,942,79.9913425292813
943,943,943,52.49859173507268
944,944,944,49.858363261820074
945,945,945,111.50081706019155
946,946,946,92.84475638405515
947,947,947,65.71306097515551
948,948,948,109.20988009698665
949,949,949,28.44131564731655
950,950,950,65.38833618323733
951,951,951,26.107878519377277
952,952,952,40.185201361339466
953,953,953,93.04215513878565
954,954,954,79.86312686736667
955,955,955,91.72292821551747
956,956,956,47.24227685479802
957,957,957,137.49120937283234
958,958,958,53.40770926957252
959,959,959,67.49410055609836
960,960,960,58.4074806879672
961,961,961,125.06254457208998
962,962,962,100.79536772962946
963,963,963,121.81321870436048
964,964,964,64.93383283986392
965,965,965,23.75752319236138
966,966,966,101.6903580963531
967,967,967,73.27138454335751
968,968,968,134.53364726205626
969,969,969,55.439923154781944
970,970,970,37.42479954275189
971,971,971,110.748648673059
972,972,972,53.21112533253374
973,973,973,49.20777397252381
974,974,974,115.81975156389345
975,975,975,105.96667410874339
976,976,976,106.90647178236861
977,977,977,78.94473976581301
978,978,978,132.58231384989242
979,979,979,44.122909358698124
980,980,980,78.15798236151659
981,981,981,31.546006419499427
982,982,982,38.776488707519064
983,983,983,94.1382611417823
984,984,984,117.57049207234196
985,985,985,66.86948560342246
986,986,986,89.21176351262136
987,987,987,132.52888875323106
988,988,988,98.41609192270663
989,989,989,58.46783203378397
990,990,990,77.10540511337106
991,991,991,33.89806878363163
992,992,992,67.0235764511533
993,993,993,78.4664851381619
994,994,994,53.83592707227165
995,995,995,122.47273596440638
996,996,996,66.3891767172247
997,997,997,40.346748831716155
