sim_id,iccid,is_5g
604,89596374396399495940,False
605,89389554656531708730,True
606,89021027366325673223,False
607,89487493916601910904,False
608,89886607326447893785,False
609,89954176090937164581,False
610,89045734669447338780,True
611,89528905665183784771,False
612,89988837434509685938,False
613,89062502308996469243,False
614,89435486952121560387,False
615,89108803546946604903,True
616,89764747691161221503,True
617,89965586819004158933,True
618,89352866013855002957,True
619,89380101245718158061,True
620,89949991365055191939,True
621,89687186717080492932,False
622,89850719612933213495,False
623,89220940037177588562,False
624,89748066112620306951,False
625,89657121186018112399,False
626,89330255987920623145,False
627,89968891096196804505,True
628,89211203608164180446,True
629,89081971408346954495,True
630,89060958062745669839,True
631,89859074294142904957,False
632,89762538476691953016,True
633,89472861746859026297,False
634,89611662866034982468,False
635,89967016562774021572,True
636,89312524235256008589,True
637,89496172150520535313,True
638,89184560599342322109,False
639,89129443141408783437,False
640,89798240211682313799,True
641,89818100962426578963,False
642,89558774526348882372,False
643,89544225351178828050,True
644,89345538828720476766,False
645,89608288745871207531,True
646,89368593152621074144,True
647,89301061445299645744,True
648,89331997115333497296,False
649,89970100343449975858,True
650,89618881786021599279,False
651,89437638274903312223,True
652,89954807047314836874,True
653,89777407036665600762,True
654,89282128219386827847,True
655,89264393304596920666,False
656,89048531234435849811,False
657,89846512421063781704,True
658,89836481165955859421,True
659,89937931363659727676,False
660,89877759358613417491,False
661,89953808842672339907,False
662,89615001113915480442,False
663,89364792149901086164,True
664,89790499157380679967,True
665,89367209610237264320,True
666,89586997245971557932,True
667,89770115491773260968,False
668,89568888610859735867,False
669,89943364470263276765,False
670,89964587669494715534,True
671,89745024053772908489,True
672,89653945037548078053,False
673,89833856932913696480,True
674,89407373041506324051,False
675,89026583879633467464,False
676,89660332739974159209,False
677,89410102760781951648,False
678,89497797383306144357,True
679,89547893505260270687,False
680,89567071812923613912,True
681,89377459984133768705,False
682,89807910651064070783,False
683,89847848303485736540,False
684,89449272809031788364,True
685,89316785984440889593,True
686,89032075605269901523,True
687,89029996633092356540,False
688,89307991540273201295,False
689,89318500423182068204,False
690,89810930548473857797,True
691,89398245538151827238,False
692,89264295185255768815,True
693,89590308196954487615,True
694,89048849150892446403,False
695,89507695559355881082,False
696,89277547777459254123,False
697,89872493797900704559,False
698,89484967416623956712,True
699,89559350276749064122,True
700,89727653145134170054,True
701,89558345595562168335,True
702,89766808950491086043,True
703,89171557852197933686,False
704,89093160898885010558,False
705,89391115320264009333,True
706,89963790203887821889,True
707,89384478167663420834,True
708,89812426647426440478,True
709,89327966379581877449,True
710,89924687144693995315,True
711,89566423940269089649,True
712,89666811822923246872,True
713,89203733784061386748,False
714,89578304559657657868,False
715,89005512676449436327,False
716,89056146534420042186,False
717,89747152035191985056,True
718,89513358508143229876,True
719,89632790423381060891,True
720,89700522918457496599,False
721,89052702599611435830,True
722,89407751306109221689,True
723,89745371473204319274,False
724,89312666560233616558,True
725,89062475552672036702,True
726,89751005687069057112,False
727,89181679323539330548,False
728,89495165707943218302,True
729,89426468551902041154,False
730,89880510933465336330,False
731,89575437009841643770,True
732,89217047012592833971,False
733,89785681769750591739,False
734,89301055916983317936,False
735,89470894406545259357,True
736,89076509462078562271,True
737,89926026118680109360,True
738,89919490817003276280,False
739,89587777014972682119,False
740,89569646077359569192,False
741,89205135639748925007,False
742,89516748673581821774,False
743,89874779359958438356,True
744,89999712520193064691,True
745,89267191969933530313,True
746,89878305682875335526,False
747,89202948747811282699,True
748,89345173922293177865,True
749,89039475055777917431,True
750,89243453538115750927,False
751,89209480369575629433,False
752,89916867088550694394,True
753,89410104279749354921,False
754,89018188969913293575,False
755,89384811157034756016,False
756,89426245546202135469,False
757,89223940717343466095,False
758,89470060398107951635,False
759,89214120224175616809,True
760,89564185413336650285,True
761,89915658179157829052,True
762,89492219114299948141,True
763,89401385699391426520,False
764,89120174020984469888,True
765,89665948182729136759,False
766,89164491532180113085,True
767,89231568234284022462,True
768,89671320253423867077,True
769,89604293987667408772,True
770,89107524003305109724,False
771,89725426541689392763,False
772,89985238182893632786,True
773,89807042357318995931,True
774,89169921353470507077,False
775,89508849499963576866,True
776,89213805951948454225,True
777,89955133059154196351,False
778,89109674513636590504,True
779,89173722342678703238,False
780,89128171899354752112,False
781,89759637311493310886,False
782,89230659400381803648,True
783,89510021824140817028,True
784,89461687873214999703,False
785,89204347433442106510,False
786,89046010413135557942,True
787,89072239567217618989,False
788,89878776775138771239,False
789,89818939720487304519,False
790,89455868173418807964,True
791,89031575859391853620,True
792,89544933927195406385,True
793,89670207153784205555,True
794,89354407896778889221,False
795,89007204094711246175,True
796,89780410486671864426,False
797,89244704986711018770,True
798,89332570443073246689,True
799,89974903043817799899,False
800,89246924704811301864,True
801,89323145651812759170,True
802,89034374325674053625,False
803,89123115411190206071,True
804,89369300522144267353,True
805,89842561161599944261,True
806,89845537582682950814,True
807,89994023235859358035,True
808,89288050750781973544,True
809,89252477774449649304,True
810,89640060698826486275,False
811,89537793854609121040,False
812,89725453960160993247,False
813,89079262517431603250,True
814,89394398844278952361,True
815,89794964549595781273,True
816,89174271832240239362,False
817,89761764040465511286,False
818,89381105022892074595,True
819,89282767742393543373,False
820,89278396921510026077,True
821,89214348696537155731,False
822,89052089831873095079,True
823,89337731297341485027,True
824,89590826800907220871,True
825,89218945239596023315,True
826,89998751757903230888,False
827,89060941750241300788,True
828,89675875585095914504,True
829,89972366946272865181,True
830,89420438450462176434,True
831,89939416674078869858,True
832,89574911066726418793,False
833,89978953770124931645,False
834,89982437804704079365,True
835,89187569269203273571,False
836,89256721230085789591,False
837,89532425660098057836,False
838,89903034136532985684,True
839,89997707060074614337,False
840,89004917443687163876,False
841,89215774054586618248,False
842,89741427853141988726,True
843,89349212233998215900,True
844,89713204484567715417,False
845,89660456893911645767,True
846,89765766647608520852,False
847,89964552175049988782,False
848,89988727544220618506,True
849,89929873864006724663,True
850,89903214303183933011,False
851,89184065488558755245,False
852,89296151436974578351,False
853,89798387135566963389,False
854,89586417825601999162,False
855,89469476293684268517,True
856,89973679901027190952,True
857,89038721215190456244,True
858,89622016566339350824,False
859,89326253814030755984,False
860,89142024843507450933,False
861,89280999702440431090,False
862,89771823532773765547,True
863,89617275735548147126,True
864,89661539392942702150,True
865,89134339062798958247,True
866,89733912990371912759,False
867,89395571421162206591,True
868,89004436436444329691,False
869,89422007227683527808,False
870,89785710933853000900,False
871,89632586775465861728,True
872,89470344633246568415,True
873,89463517573518517696,False
874,89595965600337522964,True
875,89842109222514557953,False
876,89723766041426430297,True
877,89081372298210935243,False
878,89922950149628407695,False
879,89390878347679007824,True
880,89466669483609438682,False
881,89508559256297266923,True
882,89257273468927047233,False
883,89446661051496180686,True
884,89288688792449403951,True
885,89869561344088331838,True
886,89016934769123779398,True
887,89012201631852002391,True
888,89523133631409821270,False
889,89231896720129590317,False
890,89756900019176532448,False
891,89343871515474691170,True
892,89870272820400938083,False
893,89491232160059324183,False
894,89252762520213116795,True
895,89428326701167811678,False
896,89629025153864267302,False
897,89209941753040531984,False
898,89105075508485284677,True
899,89037846797008307644,False
900,89058355017272797328,True
901,89290183205112134063,False
902,89680199050240651174,True
903,89711706485796886312,True
904,89407904481388190114,True
905,89567677619524960170,False
906,89921764517702238045,False
907,89347827725320959284,False
908,89898735872729933570,True
909,89240939866398464844,True
910,89273983565239188676,False
911,89227353340620166334,False
912,89014215634526362886,True
913,89233570444551434421,True
914,89117549449574218842,True
915,89463815129116479246,True
916,89429987247353998759,False
917,89153007514518347923,True
918,89057824531081246437,False
919,89862430146066961069,True
920,89637491218790650614,True
921,89715901125023160040,False
922,89272898683212086149,True
923,89842507966997842001,True
924,89414424607372386159,False
925,89528599475763798293,False
926,89055779798367607410,True
927,89593948150439035602,True
928,89858696609635476075,True
929,89121018426226441802,True
930,89459408593565352437,True
931,89795076557374852512,True
932,89258467901752279294,False
933,89965239674999020385,True
934,89407008415912426957,True
935,89538513976352946142,True
936,89620408520633461189,False
937,89787372826593380419,True
938,89171603330854418436,True
939,89602093137880210936,False
940,89767777365764554590,True
941,89348195435110269395,False
942,89533089233313514855,False
943,89070264062606741514,True
944,89487621648342797302,False
945,89940695725202358937,True
946,89712582848891994951,True
947,89659919456446452390,True
948,89041524286785547018,False
949,89977950146709367250,True
950,89280041770734603161,False
951,89340799216457527542,True
952,89832867851506688155,True
953,89715566166894093636,True
954,89460595516113395632,True
955,89245182569619212697,True
956,89486978487989631963,True
957,89052704369225916423,True
958,89012746901763191986,False
959,89370855360622306356,False
960,89735775694298410400,True
961,89327303248274635235,False
962,89611882038069586218,False
963,89531112817790366663,False
964,89694728132659845033,True
965,89790294037535313245,False
966,89275671950305687807,True
967,89126524948918529838,False
968,89820151497776491361,False
969,89657652822619549029,False
970,89484943457766138865,False
971,89500915956783239593,False
972,89601941270661853608,False
973,89780720203388112099,True
974,89667637203734483656,True
975,89707190565743967705,False
976,89467393164909546887,False
977,89305886810253129266,False
978,89254780095804014615,True
979,89970001900738854673,True
980,89474369390894131985,False
981,89967183213054284251,False
982,89119035940942941259,True
983,89799903238876766062,False
984,89895134039978387443,True
985,89081836329397026638,True
986,89207154818513311786,False
987,89057767719288920302,False
988,89875740589230360677,True
989,89871924972655713649,False
990,89674514537525744882,True
991,89526990185111567338,True
992,89515764670506809838,True
993,89319346502758603456,True
994,89333892349524570515,True
995,89578263880324271618,False
996,89628697476237038547,True
997,89872681931922941232,False
998,89806253941854554189,True
999,89258831400356303282,True
1000,89673549047986571689,True
